ID,LastName,FirstName,URL,Weight,TeamID,MemberID,Birthday,PlayerNum,YearsPro,Drafted,Height,Salary,StandingLayup,DrivingLayup,PostFadeaway,PostHook,PostControl,DrawFoul,MovingShotClose,StandingShotClose,MovingShotMidRange,StandingShotMidRange,MovingShotThree,StandingShotThree,FreeThrow,BallControl,PassingVision,PassingIQ,PassingAccuracy,BoxOut,OffensiveRebound,DeffensiveRebound,LateralQuickness,PassPerception,Block,ShotContest,Steal,DefensiveConsistency,OnBallDefenseIQ,PickAndRollDefenseIQ,HelpDefensiveIQ,LowPostDefenseIQ,StandingDunk,DrivingDunk,ContactDunk,Speed,Acceleration,Vertical,Strength,Stamina,Hustle,ShotIQ,Hands,ReactionTime,OffensiveConsistency,,,,,,,,,,,,,,,,,OverallDurability,,Shot,StandingLayup,DrivingLayup,StandingDunk,DrivingDunk,FlashyDunk,AlleyDop,Putback,Crash,SpinLayup,HopStepLayup,EuroStepLayup,Floater,StepThroughShot,ShotUnderBasket,ShotClose,ShotCloseLeft,ShotCloseMiddle,ShotCloseRight,ShotMidRange,ShotMidRangeLeft,ShotMidRangeLeftCenter,ShotMidRangeCenter,ShotMidRangeRightCenter,ShotMidRangeRight,ShotThree,ShotThreeLeft,ShotThreeLeftCenter,ShotThreeCenter,ShotThreeRightCenter,ShotThreeRight,ContestedJumper,StepBackJumper,SpinJumper,PullUpInTransaction,UseGlass,Drive,DriveRight,TripleThreatPumpFake,TripleThreatJabStep,TripleThreatIdle,TripleThreatShot,SetupWithSizeup,SetupWithHesitation,NoSetupDribble,DrivingCrossover,DrivingSpin,DrivingStepBack,DrivingHalfSpin,,DrivingBehindTheBack,DrivingDribbleHesitation,DrivingInAndOut,NoDrivingDribbleMove,AttachStrongOnDrive,DishToOpenMan,Touches,,RollvsPop,,,,,,,,,,,,,,,,,FlashyPass,AlleyDopPass,PassInterception,TakeCharge,OnBallSteal,ContestShot,BlockShot,Foul,HardFoul
8964,Wright,Brandan,http://mtdb.com/nba2k16/player/brandan-wright-dynamic/,210,-1,1417,10/5/1987,34,8,R:1 P:8,"2' 0""",5000000,97,69,40,80,69,58,82,89,55,70,25,25,69,46,29,74,26,86,68,62,46,65,85,82,45,75,74,73,77,68,95,85,40,47,46,74,52,82,85,95,88,84,40,75,70,82,68,65,68,80,81,82,80,80,82,79,79,82,82,69,25,55,65,35,99,65,70,85,40,40,10,10,10,5,63,77,50,4,1,1,8,1,1,7,1,1,0,1,1,2,1,1,20,0,0,5,15,15,50,5,10,70,15,0,0,99,0,0,0,0,0,0,0,0,99,20,29,48,3,100,0,15,60,30,3,5,5,0,0,20,0,20,65,25,5,3,10,0,50,70,48,80,91,48,15
8965,Morris,Marcus,http://mtdb.com/nba2k16/player/marcus-morris-dynamic/,235,-1,2141,9/2/1989,13,5,R:5 P:14,"4' 7""",3105000,88,76,62,55,52,56,75,74,84,84,72,73,76,52,37,44,40,61,43,55,60,61,40,69,59,55,72,71,70,67,55,69,40,78,53,69,55,76,49,82,66,69,65,76,84,85,85,85,87,88,86,89,89,85,84,85,86,88,87,86,40,73,25,20,10,10,50,75,30,30,30,40,45,30,66,20,35,7,6,8,65,4,13,5,3,5,75,4,9,7,2,7,30,30,15,20,25,35,50,10,30,20,40,0,20,80,25,35,50,0,0,0,35,10,99,50,40,67,17,50,60,15,40,25,13,10,10,0,0,30,30,30,20,5,10,20,10,0,55,40,50,50,48,80,65
8966,Warren,T.J.,http://mtdb.com/nba2k16/player/t-j-warren-dynamic/,220,-1,4103,9/5/1993,12,2,R:2 P:14,"7' 7""",1953000,86,82,68,62,62,40,90,90,86,86,81,84,75,68,33,65,53,55,54,48,57,62,52,59,63,50,62,64,65,50,50,50,35,62,59,63,75,80,70,88,80,59,75,78,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,60,53,30,25,5,20,65,75,20,35,50,70,65,35,76,35,50,4,3,6,35,3,9,4,3,5,10,4,10,5,3,6,70,45,15,15,15,60,52,15,15,45,25,0,20,80,25,5,45,5,0,5,25,0,99,30,32,62,13,35,0,5,15,0,13,0,0,0,0,5,5,5,0,0,0,3,15,0,69,50,68,60,59,56,35
8967,Thornton,Marcus,http://mtdb.com/nba2k16/player/marcus-thornton-dynamic/,205,-1,1651,6/5/1987,10,7,R:1 P:13,"6' 2""",8698000,89,90,62,30,52,54,82,82,83,83,80,80,90,76,48,49,58,37,42,51,66,51,27,59,64,45,66,63,54,35,25,49,25,72,80,75,60,82,65,72,70,59,70,77,86,84,74,80,81,82,82,81,81,81,80,75,78,80,81,81,60,70,15,55,0,5,45,10,25,25,60,65,70,55,88,27,35,2,3,4,50,4,10,3,5,7,80,6,20,2,3,4,35,75,20,40,10,65,52,5,15,45,35,35,30,35,40,20,60,15,15,25,50,20,99,60,35,84,2,25,0,5,15,0,2,0,0,0,0,5,5,15,0,0,0,3,10,5,68,60,78,50,27,44,30
8968,Granger,Danny,http://mtdb.com/nba2k16/player/danny-granger-dynamic/,228,-1,1272,4/20/1983,33,11,R:1 P:17,"13' 6""",2077000,72,66,68,49,55,30,72,79,73,76,78,80,75,68,29,42,43,48,45,53,75,55,45,76,58,40,75,65,72,69,40,50,40,61,62,70,64,82,83,72,66,76,40,83,68,60,77,80,81,80,82,79,79,56,69,71,72,68,73,70,60,55,35,30,55,15,40,75,20,20,25,40,50,25,86,3,5,6,5,12,35,4,16,2,3,6,70,7,18,6,6,6,85,35,45,25,20,85,52,15,30,25,30,50,20,30,50,30,40,15,0,15,60,35,85,65,29,54,10,0,10,45,30,10,8,0,0,25,20,25,25,25,25,10,0,13,15,5,78,70,72,68,56,58,74
8969,Bullock,Reggie,http://mtdb.com/nba2k16/player/reggie-bullock-dynamic/,205,-1,2711,3/16/1991,25,3,R:1 P:25,"10' 11""",1201000,73,66,51,30,42,50,51,52,54,53,65,65,80,68,29,72,74,46,42,41,56,50,25,58,55,40,56,68,63,50,40,50,40,67,68,72,50,80,70,60,66,58,40,70,82,83,80,81,81,82,83,80,80,80,81,74,80,82,81,78,25,47,15,25,0,0,0,19,15,30,25,45,50,25,66,20,5,0,3,17,30,3,14,0,3,4,75,4,17,0,3,12,28,45,30,30,17,68,55,15,10,75,25,10,55,70,40,5,25,5,0,0,0,15,50,35,28,38,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,56,23,54,65,35,40,25
8970,Goodwin,Archie,http://mtdb.com/nba2k16/player/archie-goodwin-dynamic/,198,-1,2715,8/17/1994,20,3,R:2 P:29,"1' 5""",1112000,84,79,51,40,52,75,72,74,68,71,70,74,66,79,60,74,60,37,34,61,58,51,53,54,62,50,62,61,64,44,40,68,30,71,80,72,42,85,60,82,90,54,60,74,82,81,81,81,83,82,81,82,82,81,82,84,85,84,86,81,25,59,20,65,10,30,60,25,14,55,35,60,60,40,82,46,20,3,3,3,25,4,9,3,4,3,45,5,7,4,2,4,48,55,35,15,24,89,56,5,45,95,25,90,60,80,35,50,40,35,5,30,25,25,65,60,48,82,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,10,73,10,77,71,40,35,67
8971,McNeal,Jerel,http://mtdb.com/nba2k16/player/jerel-mcneal-dynamic/,200,-1,4296,6/1/1987,8,2,R:1 P:0,"11' 1""",575000,70,73,32,25,25,52,67,72,63,64,72,76,75,75,34,50,44,32,25,47,78,52,61,74,94,50,78,76,70,25,25,45,25,74,80,77,58,80,84,54,80,74,25,70,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,82,50,44,5,60,0,1,20,0,5,15,60,80,80,70,79,36,25,4,2,3,25,5,10,5,4,7,25,5,9,5,2,3,30,60,20,15,15,85,50,5,5,85,5,30,30,40,60,30,50,25,25,40,70,50,99,60,34,30,0,0,0,0,15,0,0,0,0,5,10,5,5,5,0,0,0,3,55,15,74,55,76,25,55,62,25
8972,Barron,Earl,http://mtdb.com/nba2k16/player/earl-barron-dynamic/,250,-1,1316,8/14/1981,30,9,R:1 P:0,"2' 0""",816000,75,45,58,58,45,65,53,60,54,62,35,33,50,33,29,34,29,78,73,52,29,50,51,43,61,45,43,40,44,60,50,50,50,34,29,43,68,70,52,52,61,43,25,65,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,25,47,50,15,50,40,35,45,65,0,5,5,0,0,25,68,40,6,2,0,10,3,1,4,4,1,10,3,1,5,2,0,55,0,0,2,5,10,52,0,0,90,10,0,0,99,0,0,0,0,0,0,0,0,99,60,29,53,16,99,0,0,50,55,14,40,30,0,5,25,0,0,0,0,50,25,0,0,35,85,54,90,80,84,75
8973,Westbrook,Russell,http://mtdb.com/nba2k16/player/russell-westbrook-dynamic/,200,-1,1510,11/12/1988,0,8,R:3 P:4,"17' 4""",15719000,95,94,76,45,69,88,84,83,84,82,70,73,84,91,97,96,94,82,60,78,89,92,40,82,90,90,88,84,86,42,30,90,35,96,95,85,74,98,98,98,98,82,98,88,92,94,95,96,94,93,92,91,90,84,60,88,89,90,91,90,99,90,20,75,2,50,75,80,30,45,75,90,70,55,55,40,60,7,1,1,95,5,7,7,4,7,70,8,6,5,1,1,85,55,5,40,65,99,45,5,15,60,20,20,60,30,85,40,35,20,10,35,70,50,80,80,94,99,22,50,0,0,45,30,17,0,0,0,0,5,0,0,70,0,0,0,45,40,88,66,82,75,40,48,35
8974,Roberson,Andre,http://mtdb.com/nba2k16/player/andre-roberson-dynamic/,210,-1,2712,12/4/1991,21,3,R:2 P:26,"2' 4""",774000,84,76,52,52,51,42,79,79,47,61,70,70,60,70,29,74,76,72,55,52,82,78,62,78,65,80,83,80,79,56,55,77,35,63,62,72,66,82,95,85,86,80,55,68,82,83,82,83,84,83,84,81,83,81,81,83,84,84,86,81,25,48,45,15,35,45,25,35,32,4,25,30,40,15,25,41,5,2,1,18,0,1,7,1,1,6,40,1,9,2,2,8,35,15,60,10,35,55,55,15,25,65,35,30,20,60,40,20,35,0,0,0,25,0,95,50,34,32,2,60,5,10,10,5,2,0,0,0,0,10,10,10,5,0,0,5,5,0,59,3,51,69,65,47,52
8975,Durant,Kevin,http://mtdb.com/nba2k16/player/kevin-durant-dynamic/,240,-1,1411,9/29/1988,35,9,R:2 P:2,"12' 7""",19998000,98,97,85,70,83,82,97,97,96,96,82,84,90,89,70,70,72,80,38,83,74,75,66,80,61,70,76,75,78,68,60,85,40,78,79,77,55,95,80,98,98,80,98,97,98,99,98,81,81,98,96,97,98,80,88,81,82,60,60,87,60,99,45,45,45,50,70,80,25,35,60,50,65,45,85,23,50,10,3,2,85,5,8,7,3,13,85,4,11,7,2,2,80,70,25,60,45,80,51,5,15,30,50,40,40,20,65,30,45,20,0,20,45,30,80,80,71,99,29,45,40,50,20,5,24,15,15,30,30,40,35,75,35,0,0,18,30,40,86,64,80,70,70,34,40
8976,Ibaka,Serge,http://mtdb.com/nba2k16/player/serge-ibaka-dynamic/,245,-1,1698,9/18/1989,9,7,R:3 P:24,"15' 4""",12250000,80,71,57,60,66,50,94,95,88,88,79,82,77,35,28,72,29,62,58,65,57,71,86,85,55,75,79,78,85,83,80,80,45,59,57,86,75,88,75,70,75,92,35,84,95,96,96,94,97,98,96,95,94,94,96,95,95,97,95,92,25,73,45,30,55,45,50,85,75,20,20,15,10,15,40,27,35,6,5,3,80,5,8,4,10,9,55,6,5,5,4,3,50,0,0,5,25,40,52,15,20,25,40,0,0,99,15,0,0,0,0,0,0,0,90,60,29,66,51,50,5,50,35,25,47,25,10,5,0,15,25,30,20,5,10,18,5,0,60,70,68,90,99,62,55
8977,Adams,Steven,http://mtdb.com/nba2k16/player/steven-adams-dynamic/,250,-1,2698,7/20/1993,12,3,R:2 P:12,"0' 1""",2185000,66,50,62,53,66,70,90,90,58,60,25,25,61,35,28,63,38,70,80,66,44,58,75,74,57,60,78,80,77,80,80,63,40,58,44,68,76,85,72,75,79,74,45,79,84,83,82,80,80,81,82,81,82,80,83,84,84,80,81,80,50,67,55,10,50,35,15,80,80,7,15,10,15,10,35,81,60,3,1,1,5,1,1,4,1,1,0,1,1,2,1,1,50,0,0,5,60,10,56,5,15,10,20,0,0,35,5,0,0,0,0,0,0,0,95,65,30,50,12,80,5,5,40,25,8,30,30,0,0,15,0,0,10,5,30,15,0,0,52,8,53,79,72,47,76
8978,Kanter,Enes,http://mtdb.com/nba2k16/player/enes-kanter-dynamic/,247,-1,2125,5/20/1992,11,5,R:1 P:3,"10' 11""",6008000,92,64,73,74,82,76,87,88,70,92,64,75,78,50,29,64,40,94,92,84,28,68,55,74,50,60,60,61,65,66,85,58,35,69,28,60,75,79,78,88,92,64,85,78,83,82,81,74,79,82,83,80,80,78,78,80,75,80,80,82,25,68,40,15,40,10,5,75,60,5,5,10,5,5,53,64,65,7,3,3,70,3,0,2,6,1,5,5,0,3,2,1,35,0,0,5,25,10,52,5,5,65,25,0,0,99,0,0,0,0,0,0,0,0,99,70,29,86,55,80,5,10,30,30,45,40,35,0,0,0,0,0,20,10,35,18,0,0,35,76,45,78,71,78,65
8979,Augustin,D.J.,http://mtdb.com/nba2k16/player/d-j-augustin-dynamic/,183,-1,1515,11/10/1987,14,8,R:2 P:9,"12' 10""",3000000,76,79,59,25,32,50,72,73,65,70,82,84,78,81,63,69,70,27,31,41,48,60,32,48,60,50,52,50,54,25,25,25,25,84,89,68,28,84,82,80,80,48,55,76,90,84,80,83,82,80,80,88,85,70,70,85,85,75,74,84,60,66,15,60,0,0,0,0,0,40,70,80,70,60,91,37,50,3,2,4,45,4,13,3,2,8,75,3,10,5,2,4,10,35,5,40,5,68,52,15,15,40,30,25,50,25,55,10,35,15,5,15,40,30,80,30,74,69,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,72,58,66,52,27,38,0
8980,Waiters,Dion,http://mtdb.com/nba2k16/player/dion-waiters-dynamic/,225,-1,2447,12/10/1991,3,4,R:2 P:4,"16' 11""",4062000,82,75,53,46,48,62,65,65,69,71,79,80,77,79,40,60,68,36,35,47,78,65,35,68,63,50,78,79,59,55,40,76,45,76,80,78,64,81,70,64,73,68,50,81,85,88,85,83,83,84,82,80,80,70,72,75,74,80,80,78,40,70,25,60,15,40,70,75,30,20,65,80,75,55,91,40,30,3,6,6,75,7,5,2,6,3,55,5,6,2,3,6,50,40,25,35,15,80,52,5,20,35,40,30,30,40,30,40,50,25,15,0,60,30,99,70,44,79,5,20,50,40,30,30,4,0,0,0,0,0,0,30,15,10,0,0,25,10,68,45,72,45,41,46,55
8981,Collison,Nick,http://mtdb.com/nba2k16/player/nick-collison-dynamic/,255,-1,1024,10/26/1980,4,12,R:1 P:12,"0' 5""",2242000,80,62,62,64,66,53,75,84,70,78,58,62,78,44,36,58,46,78,78,64,32,70,55,77,58,65,72,71,74,76,60,51,35,68,32,63,66,75,75,65,88,77,30,74,77,82,79,75,75,82,84,79,79,74,80,78,82,74,82,80,25,51,45,20,40,25,5,50,60,10,15,20,5,5,35,40,20,2,5,8,45,4,5,3,8,4,30,4,3,4,3,7,20,0,5,10,5,20,50,15,0,75,10,0,0,100,5,0,0,0,0,0,0,0,99,40,43,45,3,50,0,0,55,35,2,0,0,0,0,30,0,35,20,0,0,0,5,0,54,76,62,70,57,90,65
8982,Jones,Perry,http://mtdb.com/nba2k16/player/perry-jones-dynamic/,235,-1,2471,9/24/1991,38,4,R:2 P:28,"13' 3""",1129000,76,70,58,65,56,53,75,78,70,70,58,68,64,68,29,69,52,70,30,54,66,56,50,56,61,50,62,64,66,64,70,74,45,78,66,85,62,88,85,78,68,56,50,73,84,82,84,86,82,82,82,81,82,82,83,82,81,82,81,82,45,60,35,20,35,45,45,75,50,25,10,25,25,10,40,29,55,7,4,6,40,3,10,5,1,6,55,4,10,6,4,5,45,5,15,20,5,60,53,20,30,25,25,10,30,60,50,35,25,20,0,0,15,0,75,60,29,54,6,50,15,50,35,0,6,5,5,0,0,15,15,30,20,20,5,10,5,5,69,65,68,65,65,60,15
8983,Singler,Kyle,http://mtdb.com/nba2k16/player/kyle-singler-dynamic/,230,-1,2170,5/4/1988,5,4,R:1 P:3,"10' 11""",1090000,80,70,53,40,46,52,81,79,74,76,64,67,65,68,27,76,45,62,48,50,58,64,47,64,63,65,68,69,72,54,40,64,40,75,57,52,40,85,88,76,72,62,45,74,85,84,85,86,88,87,87,89,89,90,90,84,84,83,82,87,35,63,15,45,15,10,35,15,15,20,30,40,45,25,64,18,20,4,3,9,40,3,13,3,3,9,75,2,12,4,3,14,25,35,5,35,15,60,50,5,15,45,35,0,20,80,25,5,30,0,0,0,15,0,60,50,33,46,3,30,0,5,15,0,3,0,0,0,0,5,5,5,0,0,0,3,10,5,62,72,58,60,53,68,30
8984,Morrow,Anthony,http://mtdb.com/nba2k16/player/anthony-morrow-dynamic/,210,-1,1574,9/27/1985,2,8,R:2 P:0,"13' 3""",3200000,71,70,55,40,64,49,88,89,74,80,84,86,84,66,28,68,69,40,31,41,59,40,35,61,61,40,64,61,43,28,25,30,26,68,66,64,36,87,52,88,80,61,65,73,75,82,76,78,80,80,81,75,75,77,74,78,80,82,81,73,25,55,5,25,0,0,0,4,5,20,30,35,40,30,71,10,30,6,4,10,70,3,14,8,2,9,80,3,12,6,3,10,50,35,15,50,10,40,53,5,5,60,30,0,20,80,20,5,50,0,0,0,0,0,99,20,30,58,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,69,55,65,55,28,88,10
8985,Lamb,Jeremy,http://mtdb.com/nba2k16/player/jeremy-lamb-dynamic/,180,-1,2455,5/30/1992,3,4,R:2 P:12,"6' 4""",2202000,78,75,51,28,48,65,90,89,81,83,73,75,78,74,42,78,74,60,46,73,62,62,56,58,61,50,64,66,65,45,40,79,40,72,79,82,42,80,70,81,86,58,70,76,82,84,75,84,83,84,84,82,85,83,83,82,81,83,81,81,25,58,25,45,15,30,65,35,25,15,50,50,55,50,30,14,40,9,6,5,60,6,19,6,3,7,65,2,15,3,2,3,60,0,15,35,0,70,47,5,10,75,10,10,60,30,50,15,20,15,0,0,0,0,75,60,42,72,1,35,0,0,15,0,1,0,0,0,0,0,0,20,0,0,0,0,10,10,62,58,64,40,43,64,10
8986,McGary,Mitch,http://mtdb.com/nba2k16/player/mitch-mcgary-dynamic/,250,-1,4113,6/6/1992,33,2,R:2 P:21,"1' 4""",1400000,84,42,58,70,65,65,69,75,52,72,25,25,62,37,30,52,34,68,67,85,52,45,58,68,63,50,64,62,72,75,70,60,35,61,52,78,78,80,85,78,85,68,50,75,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,76,60,35,70,15,70,25,70,80,75,10,15,25,30,15,52,58,55,7,1,1,50,2,1,8,4,1,0,3,2,7,3,2,40,0,0,5,0,15,52,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,99,45,29,67,38,80,0,0,40,25,34,20,30,0,0,0,0,0,35,20,30,15,0,0,55,75,62,76,78,66,55
8987,Novak,Steve,http://mtdb.com/nba2k16/player/steve-novak-dynamic/,235,-1,1388,6/13/1983,6,10,R:2 P:2,"3' 5""",3446000,80,48,62,45,56,25,70,84,70,77,88,90,88,45,36,84,53,44,25,53,44,55,25,56,25,45,58,54,54,42,25,38,25,54,44,55,59,85,45,98,90,56,70,75,85,84,70,85,86,86,88,87,85,86,86,88,89,90,91,89,25,61,5,5,0,0,0,5,0,0,10,15,20,5,35,0,0,0,5,13,35,0,16,0,2,25,85,7,21,0,0,11,15,0,0,75,0,20,51,40,0,60,0,0,0,100,0,0,0,0,0,0,0,0,99,10,36,49,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,30,25,23,10,31,24,10
8988,Rubio,Ricky,http://mtdb.com/nba2k16/player/ricky-rubio-dynamic/,180,-1,1601,10/21/1990,9,5,R:5 P:5,"13' 0""",5071000,71,77,40,25,26,68,60,60,70,72,70,74,83,85,90,87,87,50,39,61,78,90,30,76,91,65,81,74,76,32,25,25,25,75,81,60,27,88,73,88,95,82,70,80,84,85,75,81,82,83,82,81,80,65,82,83,81,82,81,77,25,65,5,80,0,0,0,5,0,35,75,70,95,80,78,9,5,6,7,3,85,14,9,5,8,6,40,17,5,1,6,4,50,15,25,30,25,89,50,10,10,70,10,40,0,60,25,25,35,15,25,15,35,15,70,30,90,70,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,50,74,55,74,64,28,60,20
8989,Martin,Kevin,http://mtdb.com/nba2k16/player/kevin-martin-dynamic/,185,-1,1175,2/1/1983,23,12,R:3 P:26,"15' 2""",6793000,78,74,63,30,44,74,66,70,65,65,78,80,88,78,38,77,70,33,31,47,68,59,27,71,58,50,68,71,60,32,40,62,40,76,77,69,31,93,58,78,75,71,55,80,85,81,77,78,73,84,85,83,84,80,78,70,80,79,71,76,25,80,10,40,10,35,50,75,5,20,65,80,60,45,81,13,40,11,8,6,90,8,12,6,7,8,70,4,6,6,4,1,30,19,25,40,35,70,47,25,15,25,35,0,40,60,40,10,45,35,0,0,25,10,90,55,47,93,16,10,15,0,50,0,14,0,0,0,0,25,25,25,0,0,0,13,20,10,66,68,68,64,29,46,10
8990,Wiggins,Andrew,http://mtdb.com/nba2k16/player/andrew-wiggins-dynamic/,200,-1,4091,2/23/1995,22,2,R:2 P:1,"8' 9""",5511000,75,75,77,45,55,84,89,88,78,76,60,69,73,73,38,68,54,49,51,43,83,75,52,75,59,75,82,79,81,62,40,95,40,84,86,98,48,85,85,85,85,75,85,88,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,82,25,70,35,40,15,15,10,20,10,30,55,65,60,40,74,44,60,7,4,2,85,4,4,4,4,1,40,6,4,9,6,1,50,55,25,20,30,70,53,15,25,30,30,0,20,80,45,30,50,0,0,15,40,0,70,70,39,79,9,50,35,65,40,10,6,0,0,1,1,35,25,35,25,10,0,13,10,5,78,80,70,70,60,13,65
8991,Garnett,Kevin,http://mtdb.com/nba2k16/player/kevin-garnett-dynamic/,253,-1,365,5/19/1976,21,21,R:1 P:5,"13' 1""",12000000,85,63,81,71,75,45,78,88,80,88,30,36,72,49,65,65,49,75,40,89,42,64,55,80,75,70,78,81,80,73,75,61,50,40,42,54,63,75,75,65,70,80,30,97,90,90,74,90,88,89,89,79,79,88,75,75,79,88,87,77,99,53,20,15,20,15,45,75,45,5,10,10,25,20,60,15,30,11,10,1,80,12,1,9,18,1,2,11,1,4,5,1,95,25,0,15,45,25,50,10,15,25,50,0,0,99,0,0,0,0,0,0,0,0,99,40,50,62,26,60,60,50,20,10,25,30,20,1,0,20,20,20,5,10,5,13,15,0,60,80,66,80,69,54,80
8992,Pekovic,Nikola,http://mtdb.com/nba2k16/player/nikola-pekovic-dynamic/,290,-1,1864,1/3/1986,14,6,R:4 P:1,"1' 6""",12100000,97,53,70,86,78,76,74,78,43,50,25,25,83,35,37,58,32,79,80,78,41,59,51,70,59,60,68,80,68,80,70,54,40,43,41,49,98,85,83,80,74,70,75,81,84,85,84,83,81,82,84,79,79,83,82,68,68,79,79,80,50,80,60,15,30,5,20,75,75,0,10,10,25,5,58,76,85,6,1,1,30,1,1,2,1,1,0,1,1,6,1,1,10,0,0,10,20,25,54,5,5,85,5,0,0,99,0,0,0,0,0,0,0,0,99,50,31,81,80,100,20,5,55,40,72,35,35,0,0,25,25,25,25,5,35,30,0,0,35,76,48,70,66,52,65
8993,Dieng,Gorgui,http://mtdb.com/nba2k16/player/gorgui-dieng-dynamic/,245,-1,2707,1/18/1990,5,3,R:2 P:21,"0' 7""",1413000,89,59,55,84,74,74,87,88,78,79,30,50,86,35,37,62,31,74,65,83,52,59,74,82,75,70,62,68,80,69,70,64,40,54,52,70,73,84,83,85,84,71,75,77,83,81,80,82,81,82,83,83,84,84,82,83,84,81,81,84,25,44,40,10,70,20,60,99,65,5,5,5,5,5,57,56,40,11,2,0,55,3,1,5,4,0,1,4,1,10,3,0,39,5,0,5,20,40,50,15,20,25,40,0,0,99,15,0,0,0,0,0,0,0,90,70,41,53,22,100,0,20,35,10,19,15,5,0,0,0,0,0,30,0,15,8,10,0,48,8,45,99,82,62,91
8994,Muhammad,Shabazz,http://mtdb.com/nba2k16/player/shabazz-muhammad-dynamic/,225,-1,2700,11/13/1992,15,3,R:2 P:14,"11' 9""",1972000,79,79,52,82,70,77,82,84,79,79,68,70,77,79,29,65,72,55,53,53,53,58,35,51,50,55,61,60,52,34,70,90,45,67,70,75,56,85,75,85,82,51,75,72,80,81,82,80,80,83,80,81,82,80,74,82,81,80,80,80,25,63,15,55,5,25,70,15,10,23,60,55,50,35,73,45,75,14,1,5,50,3,5,5,3,2,30,3,3,5,4,2,27,35,5,30,17,78,62,5,10,90,10,20,40,60,15,25,5,0,0,0,0,0,35,35,38,85,25,60,0,10,15,0,25,0,65,0,0,5,5,5,20,0,0,3,5,5,62,43,68,76,32,46,31
8995,LaVine,Zach,http://mtdb.com/nba2k16/player/zach-lavine-dynamic/,181,-1,4101,3/10/1995,8,2,R:2 P:13,"6' 1""",2056000,84,83,58,44,38,67,74,75,74,73,78,79,85,79,72,76,73,57,36,58,60,45,35,52,61,40,60,61,64,49,60,96,30,81,82,97,44,92,80,84,84,52,65,82,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,82,55,60,15,30,20,30,85,99,15,35,65,70,75,40,84,33,30,4,4,3,70,8,10,2,7,5,50,9,7,3,3,2,55,25,35,15,5,80,48,10,40,5,45,25,25,50,25,5,35,10,5,15,45,15,80,70,72,77,11,40,0,5,15,0,9,0,0,0,0,5,5,5,0,0,0,3,30,10,75,64,68,67,60,36,35
8996,Payne,Adreian,http://mtdb.com/nba2k16/player/adreian-payne-dynamic/,239,-1,4107,2/19/1991,33,2,R:2 P:15,"8' 9""",1793000,80,65,60,65,64,54,75,75,68,74,60,80,74,58,34,42,40,80,45,77,57,50,62,73,62,55,68,70,74,77,70,75,40,60,57,69,50,80,62,62,64,73,45,78,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,82,25,54,35,15,30,15,80,75,45,10,10,15,20,5,58,36,35,10,5,1,50,10,2,6,10,2,2,9,2,5,1,1,15,25,20,20,15,70,50,10,10,75,5,10,50,40,40,25,30,25,0,15,30,15,90,50,32,60,6,50,0,10,20,0,4,0,0,0,0,10,10,10,5,0,0,5,15,0,65,64,62,59,75,90,15
8997,Bennett,Anthony,http://mtdb.com/nba2k16/player/anthony-bennett-dynamic/,259,-1,2687,3/14/1993,15,3,R:2 P:1,"1' 0""",5564000,86,59,69,68,72,59,48,62,60,72,60,62,75,52,25,65,33,60,57,80,50,68,53,48,68,45,52,60,55,75,80,70,45,64,50,75,75,80,80,62,74,48,30,80,80,80,80,63,76,80,80,81,78,69,76,80,80,80,80,76,45,69,40,20,45,45,65,80,50,31,30,55,40,30,52,29,15,5,5,1,50,14,2,3,15,3,5,11,3,3,4,2,54,35,5,30,45,50,47,25,65,25,75,0,0,99,25,20,15,5,0,0,10,0,70,80,36,62,12,80,25,40,25,25,10,15,10,0,0,20,20,25,15,10,15,18,10,0,79,22,72,68,55,52,79
8998,Neal,Gary,http://mtdb.com/nba2k16/player/gary-neal-dynamic/,210,-1,1799,10/3/1984,14,6,R:1 P:0,"2' 2""",3250000,75,74,55,30,45,71,90,89,82,82,86,87,86,77,39,64,70,41,33,50,54,58,27,53,59,35,54,58,49,40,25,43,25,74,77,72,42,85,72,75,79,53,60,75,74,81,80,75,80,81,80,82,80,80,81,74,79,70,79,79,25,80,10,45,0,0,0,5,20,10,45,60,75,55,69,14,50,5,5,2,85,6,9,5,5,6,70,8,14,11,7,3,65,45,15,40,25,50,53,30,10,20,40,10,20,70,10,0,40,0,0,0,25,0,80,60,57,83,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,35,8,30,5,26,46,99
